DATA_OBITO,OUTRAS,COVID - RO,INDETERMINADA,INSUFICIENCIA_RESPIRATORIA,PNEUMONIA,SEPTICEMIA,SRAG
2019-10-18,11,0,0,4,1,4,0
2019-10-19,8,0,0,1,2,4,0
2019-10-20,14,0,0,0,2,2,0
2019-10-21,12,0,0,1,1,3,0
2019-10-22,8,0,0,1,1,2,1
2019-10-23,8,0,0,1,1,1,0
2019-10-24,10,0,0,1,0,6,0
2019-10-25,10,0,0,2,2,1,0
2019-10-26,17,0,0,0,3,3,0
2019-10-27,10,0,0,1,2,3,0
2019-10-28,10,0,0,3,0,0,0
2019-10-29,12,0,0,0,5,1,0
2019-10-30,7,0,0,0,5,0,0
2019-10-31,12,0,0,0,1,2,0
2019-11-01,10,0,1,1,5,3,0
2019-11-02,12,0,0,0,4,3,0
2019-11-03,13,0,0,1,2,4,0
2019-11-04,12,0,0,0,3,2,0
2019-11-05,16,0,0,3,3,0,0
2019-11-06,11,0,1,2,1,1,0
2019-11-07,15,0,0,2,3,1,0
2019-11-08,9,0,0,1,3,4,0
2019-11-09,10,0,0,4,1,1,0
2019-11-10,16,0,0,0,2,3,0
2019-11-11,7,0,0,3,4,2,0
2019-11-12,8,0,0,1,3,2,0
2019-11-13,15,0,0,2,4,2,0
2019-11-14,9,0,0,0,5,1,0
2019-11-15,15,0,1,0,1,2,0
2019-11-16,11,0,0,1,2,3,0
2019-11-17,8,0,0,2,6,5,0
2019-11-18,12,0,0,1,1,1,0
2019-11-19,14,0,0,2,2,6,0
2019-11-20,17,0,1,1,1,1,0
2019-11-21,15,0,0,1,3,3,0
2019-11-22,13,0,0,0,6,3,0
2019-11-23,16,0,0,1,4,4,0
2019-11-24,11,0,0,2,2,1,0
2019-11-25,13,0,0,3,4,3,0
2019-11-26,15,0,0,2,4,2,0
2019-11-27,15,0,0,0,2,2,0
2019-11-28,13,0,0,1,5,2,0
2019-11-29,14,0,0,0,4,4,0
2019-11-30,17,0,0,6,5,4,0
2019-12-01,12,0,0,3,2,2,0
2019-12-02,10,0,0,1,3,5,0
2019-12-03,5,0,1,1,3,3,0
2019-12-04,10,0,0,1,7,1,0
2019-12-05,16,0,0,2,5,3,0
2019-12-06,14,0,1,4,2,1,0
2019-12-07,9,0,0,1,2,3,0
2019-12-08,16,0,0,0,2,6,0
2019-12-09,13,0,0,0,3,0,0
2019-12-10,11,0,1,1,5,3,0
2019-12-11,7,0,0,4,3,1,0
2019-12-12,11,0,0,4,4,1,0
2019-12-13,11,0,0,3,2,4,0
2019-12-14,13,0,0,3,1,7,0
2019-12-15,14,0,0,2,3,1,1
2019-12-16,13,0,0,2,0,5,0
2019-12-17,16,0,0,1,7,1,0
2019-12-18,11,0,0,4,2,1,0
2019-12-19,5,0,0,6,5,0,0
2019-12-20,13,0,0,2,1,6,0
2019-12-21,8,0,0,2,4,5,0
2019-12-22,12,0,0,2,2,0,0
2019-12-23,7,0,0,2,3,2,0
2019-12-24,16,0,0,3,0,3,0
2019-12-25,10,0,0,0,3,2,0
2019-12-26,9,0,0,2,0,1,0
2019-12-27,13,0,0,3,2,4,0
2019-12-28,13,0,0,2,2,4,0
2019-12-29,15,0,0,2,6,4,0
2019-12-30,5,0,0,3,2,2,0
2019-12-31,6,0,0,1,5,4,0
2020-01-01,6,0,0,1,2,1,0
2020-01-02,8,0,1,0,1,1,0
2020-01-03,3,0,0,2,3,1,0
2020-01-04,5,0,0,1,1,2,0
2020-01-05,9,0,0,1,2,0,0
2020-01-06,8,0,1,1,1,2,0
2020-01-07,13,0,0,2,3,0,0
2020-01-08,8,0,0,0,4,1,0
2020-01-09,4,0,0,1,3,1,0
2020-01-10,9,0,0,2,2,0,0
2020-01-11,8,0,0,1,1,2,0
2020-01-12,7,0,0,0,1,2,0
2020-01-13,9,0,0,0,1,0,0
2020-01-14,7,0,0,1,1,1,1
2020-01-15,8,0,0,1,2,2,0
2020-01-16,12,0,0,2,1,2,0
2020-01-17,8,0,0,1,3,1,0
2020-01-18,11,0,0,1,3,2,0
2020-01-19,10,0,0,0,7,3,0
2020-01-20,9,0,0,3,3,3,0
2020-01-21,5,0,0,0,4,1,0
2020-01-22,14,0,0,0,2,2,0
2020-01-23,6,0,1,1,1,0,0
2020-01-24,10,0,0,2,1,4,0
2020-01-25,12,0,0,2,4,1,0
2020-01-26,3,0,0,1,2,3,0
2020-01-27,6,0,0,0,3,1,0
2020-01-28,12,0,0,1,0,0,0
2020-01-29,9,0,0,2,4,2,0
2020-01-30,6,0,2,1,3,1,0
2020-01-31,10,0,0,1,2,1,0
2020-02-01,16,0,0,3,5,5,0
2020-02-02,10,0,0,1,3,3,0
2020-02-03,7,0,1,5,2,3,0
2020-02-04,14,0,1,3,3,3,0
2020-02-05,6,0,0,3,2,5,0
2020-02-06,12,0,0,3,5,3,0
2020-02-07,7,0,0,1,5,0,0
2020-02-08,11,0,1,3,4,3,0
2020-02-09,10,0,0,1,1,3,0
2020-02-10,12,0,0,3,3,3,0
2020-02-11,14,0,0,4,1,3,0
2020-02-12,12,0,0,0,1,2,0
2020-02-13,6,0,0,0,4,2,0
2020-02-14,13,0,0,3,2,4,0
2020-02-15,13,0,0,0,2,4,0
2020-02-16,17,0,0,4,4,1,0
2020-02-17,6,0,0,3,1,8,0
2020-02-18,13,0,0,2,4,1,0
2020-02-19,9,0,1,1,3,3,0
2020-02-20,11,0,0,0,2,1,0
2020-02-21,9,0,0,0,2,4,0
2020-02-22,9,0,0,1,6,2,0
2020-02-23,11,0,0,2,5,4,0
2020-02-24,12,0,0,2,2,4,0
2020-02-25,13,0,0,4,2,4,0
2020-02-26,11,0,0,0,1,4,0
2020-02-27,12,0,0,1,2,1,0
2020-02-28,7,0,1,1,3,5,0
2020-02-29,12,0,0,4,7,5,0
2020-03-01,8,0,0,1,7,2,0
2020-03-02,12,0,0,2,2,2,1
2020-03-03,14,0,0,1,5,3,0
2020-03-04,8,0,0,1,4,3,0
2020-03-05,7,0,0,4,4,5,0
2020-03-06,18,0,0,2,1,3,0
2020-03-07,10,0,0,1,2,1,0
2020-03-08,15,0,0,0,4,2,0
2020-03-09,14,0,0,1,1,3,0
2020-03-10,13,0,0,1,1,3,0
2020-03-11,16,0,0,2,1,2,0
2020-03-12,13,0,1,3,7,3,0
2020-03-13,10,0,0,1,8,2,0
2020-03-14,13,0,0,4,1,5,0
2020-03-15,13,0,0,1,5,4,0
2020-03-16,12,0,0,6,0,3,0
2020-03-17,12,0,0,2,8,3,0
2020-03-18,17,0,0,2,5,5,0
2020-03-19,9,0,0,1,4,3,0
2020-03-20,11,0,0,4,6,4,0
2020-03-21,11,0,0,2,7,5,0
2020-03-22,9,0,0,2,5,2,0
2020-03-23,15,0,0,2,3,3,0
2020-03-24,9,0,0,4,3,5,0
2020-03-25,15,1,0,2,7,3,1
2020-03-26,10,0,0,3,1,5,0
2020-03-27,10,0,0,0,4,4,0
2020-03-28,8,0,0,3,3,3,0
2020-03-29,2,1,0,0,3,3,0
2020-03-30,6,0,0,2,1,3,0
2020-03-31,14,0,0,1,4,3,0
2020-04-01,13,0,0,0,5,5,0
2020-04-02,13,0,0,2,6,0,1
2020-04-03,7,0,0,1,7,3,0
2020-04-04,15,0,0,2,3,1,0
2020-04-05,12,0,0,0,4,3,1
2020-04-06,9,0,0,2,6,3,0
2020-04-07,14,0,0,2,2,2,0
2020-04-08,12,1,0,2,2,2,0
2020-04-09,9,0,0,1,3,4,0
2020-04-10,11,0,0,1,5,1,0
2020-04-11,11,1,0,1,3,1,0
2020-04-12,9,0,0,1,0,4,0
2020-04-13,12,1,0,0,1,4,0
2020-04-14,11,1,0,3,3,5,0
2020-04-15,8,0,0,1,4,3,0
2020-04-16,10,0,0,1,3,3,0
2020-04-17,10,1,1,1,2,1,0
2020-04-18,13,1,0,3,5,0,0
2020-04-19,12,0,0,2,2,4,0
2020-04-20,12,0,0,2,2,3,0
2020-04-21,15,1,0,1,2,1,1
2020-04-22,5,1,0,0,1,2,0
2020-04-23,7,3,0,1,4,2,0
2020-04-24,14,0,0,1,2,3,0
2020-04-25,15,1,0,3,3,0,0
2020-04-26,11,0,0,2,5,2,0
2020-04-27,15,3,1,6,1,3,0
2020-04-28,13,2,0,0,5,2,0
2020-04-29,17,6,1,2,3,2,0
2020-04-30,19,1,0,3,4,2,1
2020-05-01,16,3,0,6,5,7,0
2020-05-02,11,1,0,3,2,1,0
2020-05-03,14,3,1,2,2,4,1
2020-05-04,9,5,0,3,0,2,0
2020-05-05,12,3,0,1,3,3,1
2020-05-06,21,2,0,2,4,2,0
2020-05-07,15,2,0,0,3,2,0
2020-05-08,8,4,0,2,1,2,0
2020-05-09,13,4,0,4,1,5,0
2020-05-10,13,10,0,1,2,3,0
2020-05-11,10,6,0,3,2,1,0
2020-05-12,13,5,0,2,4,1,0
2020-05-13,10,9,0,1,1,1,0
2020-05-14,14,8,0,1,3,3,0
2020-05-15,15,7,0,0,4,2,1
2020-05-16,7,6,0,3,2,2,1
2020-05-17,10,6,0,4,5,2,0
2020-05-18,11,5,0,2,3,5,0
2020-05-19,8,8,0,1,3,3,0
2020-05-20,17,9,0,2,2,3,0
2020-05-21,10,6,0,2,5,4,0
2020-05-22,11,9,0,2,2,2,0
2020-05-23,17,5,0,2,1,4,0
2020-05-24,15,9,0,1,2,2,0
2020-05-25,18,6,0,1,0,0,0
2020-05-26,10,8,0,3,1,3,1
2020-05-27,12,8,0,4,3,2,0
2020-05-28,6,5,0,0,2,3,0
2020-05-29,11,4,0,0,1,1,0
2020-05-30,15,5,1,2,3,2,0
2020-05-31,21,2,0,0,1,2,2
2020-06-01,13,2,0,1,0,4,0
2020-06-02,13,0,1,1,1,1,1
2020-06-03,7,1,0,0,2,1,0
2020-06-04,12,0,0,2,1,1,0
2020-06-05,7,0,0,1,1,2,0
2020-06-06,10,1,0,1,3,2,0
2020-06-07,7,3,0,1,1,1,0
2020-06-08,10,1,0,2,1,2,0
2020-06-09,5,3,0,2,2,2,0
2020-06-10,10,4,0,2,3,1,0
2020-06-11,7,2,0,1,1,2,0
2020-06-12,6,6,0,5,3,1,0
2020-06-13,8,3,0,1,0,3,0
2020-06-14,7,2,0,1,2,1,0
2020-06-15,11,4,0,0,2,2,0
2020-06-16,8,1,0,3,1,0,0
2020-06-17,8,3,0,3,0,1,0
2020-06-18,2,8,0,0,2,1,0
2020-06-19,6,3,0,1,1,3,0
2020-06-20,8,4,0,0,2,2,0
2020-06-21,10,5,0,3,0,1,0
2020-06-22,6,1,0,0,1,3,0
2020-06-23,8,3,0,1,4,0,0
2020-06-24,10,1,0,1,3,1,0
2020-06-25,13,3,0,1,1,3,0
2020-06-26,13,4,1,1,2,1,0
2020-06-27,12,3,0,1,1,0,0
2020-06-28,10,0,0,1,3,2,0
2020-06-29,8,4,0,1,1,1,0
2020-06-30,9,13,0,0,2,3,0
2020-07-01,8,7,0,2,2,2,0
2020-07-02,13,12,0,2,1,2,0
2020-07-03,9,6,0,1,1,1,0
2020-07-04,10,12,1,2,0,2,0
2020-07-05,14,13,0,0,1,1,0
2020-07-06,9,17,0,4,4,5,0
2020-07-07,17,21,0,1,0,3,0
2020-07-08,18,14,0,2,2,0,1
2020-07-09,9,11,0,0,1,2,0
2020-07-10,18,17,0,0,2,4,0
2020-07-11,11,13,0,1,1,0,0
2020-07-12,16,14,0,2,3,3,0
2020-07-13,11,10,0,4,4,4,0
2020-07-14,9,7,0,1,4,0,0
2020-07-15,8,14,1,0,0,0,0
2020-07-16,10,10,0,0,2,0,0
2020-07-17,6,9,0,8,0,9,0
2020-07-18,11,10,0,0,1,0,0
2020-07-19,13,14,0,0,2,1,0
2020-07-20,12,9,0,2,3,4,0
2020-07-21,6,9,0,2,0,0,0
2020-07-22,14,17,0,0,1,3,1
2020-07-23,12,5,0,3,4,1,0
2020-07-24,10,11,0,1,1,1,0
2020-07-25,11,9,0,1,2,2,0
2020-07-26,8,10,0,0,1,1,0
2020-07-27,10,4,0,3,1,0,0
2020-07-28,3,3,0,1,1,1,1
